ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10280,-0.8309080121008378,-1.2879344901845435,8,-1.084163426511438,2004-08-17,Shipped,3,8,2004,Vintage Cars,-1.1875213789437409,S18_1367,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Desconocido,Torino,Desconocido,10100,Italy,EMEA,Accorti,Paolo,Small
10289,-1.1389251684731565,-1.3677532252550721,1,-1.1991107705561055,2004-09-03,Shipped,3,9,2004,Vintage Cars,-1.1875213789437409,S18_1367,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Desconocido,Bergen,Desconocido,N 5804,Norway,EMEA,Oeztan,Veysel,Small
10304,0.19581584247355846,-1.7420584735671796,12,-0.9549888507303272,2004-10-11,Shipped,4,10,2004,Vintage Cars,-1.1875213789437409,S18_1367,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Desconocido,Versailles,Desconocido,78000,France,EMEA,Tonini,Daniel,Small
10312,-1.0362527830157167,-1.955734714656608,9,-1.3296700578230152,2004-10-21,Shipped,4,10,2004,Vintage Cars,-1.1875213789437409,S18_1367,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Small
10322,0.6065053843033164,-1.2879344901845435,5,-0.6456605955262243,2004-11-04,Shipped,4,11,2004,Vintage Cars,-1.1875213789437409,S18_1367,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Desconocido,Nashua,NH,62005,USA,Desconocido,Young,Valarie,Small
10332,-0.8309080121008378,0.30893597976684467,16,-0.6119116469605774,2004-11-17,Shipped,4,11,2004,Vintage Cars,-1.1875213789437409,S18_1367,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Desconocido,Manchester,Desconocido,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small
10347,-1.4469423248454751,-1.2249718855015796,7,-1.257610758150267,2004-11-29,Shipped,4,11,2004,Vintage Cars,-1.1875213789437409,S18_1367,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10356,-1.3442699393880353,-0.5576674295703259,6,-1.064799186674737,2004-12-09,Shipped,4,12,2004,Vintage Cars,-1.1875213789437409,S18_1367,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Desconocido,Paris,Desconocido,75508,France,EMEA,Da Cunha,Daniel,Small
10369,-0.31754608481363966,0.7422376844354303,7,-0.21597647612115722,2005-01-20,Shipped,1,1,2005,Vintage Cars,-1.1875213789437409,S18_1367,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Desconocido,Brickhaven,MA,58339,USA,Desconocido,Nelson,Allen,Medium
10381,-1.0362527830157167,-1.5283822324777514,9,-1.2126483616702097,2005-02-17,Shipped,1,2,2005,Vintage Cars,-1.1875213789437409,S18_1367,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Desconocido,San Francisco,CA,Desconocido,USA,Desconocido,Brown,Julie,Small
10391,0.7091777697607561,0.8101579745265014,3,0.7841870544685572,2005-03-09,Shipped,1,3,2005,Vintage Cars,-1.1875213789437409,S18_1367,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10422,-1.0362527830157167,-1.5819252348853112,1,-1.2273100126963152,2005-05-30,In Process,2,5,2005,Vintage Cars,-1.1875213789437409,S18_1367,Diecast Classics Inc.,2155551555,7586 Pompton St.,Desconocido,Allentown,PA,70267,USA,Desconocido,Yu,Kyung,Small
10110,0.19581584247355846,0.8101579745265014,16,1.0204459851514462,2003-03-18,Shipped,1,3,2003,Classic Cars,0.5794920251574232,S18_1589,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Desconocido,Manchester,Desconocido,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10123,-0.9335803975582769,0.8101579745265014,2,-0.26074338392086616,2003-05-20,Shipped,2,5,2003,Classic Cars,0.5794920251574232,S18_1589,Atelier graphique,40.32.2555,"54, rue Royale",Desconocido,Nantes,Desconocido,44000,France,EMEA,Schmitt,Carine,Medium
10137,0.9145225406756355,0.7878483901900184,2,0.4487067580267783,2003-07-10,Shipped,3,7,2003,Classic Cars,0.5794920251574232,S18_1589,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Desconocido,Reims,Desconocido,51100,France,EMEA,Henriot,Paul,Medium
10148,1.222539697047954,0.8101579745265014,9,1.2461268061310569,2003-09-11,Shipped,3,9,2003,Classic Cars,0.5794920251574232,S18_1589,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10161,0.8118501552181958,0.8101579745265014,8,1.4117763115204454,2003-10-17,Shipped,4,10,2003,Classic Cars,0.5794920251574232,S18_1589,Heintze Collectables,86 21 3555,Smagsloget 45,Desconocido,Aaarhus,Desconocido,8200,Denmark,EMEA,Ibsen,Palle,Medium
10172,0.7091777697607561,0.8101579745265014,6,0.7663975845568821,2003-11-05,Shipped,4,11,2003,Classic Cars,0.5794920251574232,S18_1589,Gift Depot Inc.,2035552570,25593 South Bay Ln.,Desconocido,Bridgewater,CT,97562,USA,Desconocido,King,Julie,Medium
10181,0.7091777697607561,0.8101579745265014,2,1.0218361268783662,2003-11-12,Shipped,4,11,2003,Classic Cars,0.5794920251574232,S18_1589,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Desconocido,Bergen,Desconocido,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10192,-0.6255632411859583,0.8101579745265014,7,0.38254470021119674,2003-11-20,Shipped,4,11,2003,Classic Cars,0.5794920251574232,S18_1589,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Desconocido,Nashua,NH,62005,USA,Desconocido,Young,Valarie,Medium
10204,0.5038329988458771,0.8101579745265014,13,0.2596257622012246,2003-12-02,Shipped,4,12,2003,Classic Cars,0.5794920251574232,S18_1589,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Desconocido,Young,Jeff,Medium
10212,0.29848822793099766,0.8101579745265014,6,0.5096123424374451,2004-01-16,Shipped,1,1,2004,Classic Cars,0.5794920251574232,S18_1589,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Medium
10226,0.29848822793099766,0.8101579745265014,4,0.329882221821874,2004-02-26,Shipped,1,2,2004,Classic Cars,0.5794920251574232,S18_1589,Collectable Mini Designs Co.,7605558146,361 Furth Circle,Desconocido,San Diego,CA,91217,USA,Desconocido,Thompson,Valarie,Medium
10241,-1.4469423248454751,0.8101579745265014,11,-0.5675845886916517,2004-04-13,Shipped,2,4,2004,Classic Cars,0.5794920251574232,S18_1589,Mini Caravy,88.60.1555,"24, place Kluber",Desconocido,Strasbourg,Desconocido,67000,France,EMEA,Citeaux,Frederique,Small
10253,-1.1389251684731565,0.8101579745265014,1,-0.09720624232746042,2004-06-01,Cancelled,2,6,2004,Classic Cars,0.5794920251574232,S18_1589,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Desconocido,Liverpool,Desconocido,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10266,0.09314345701611873,0.8101579745265014,2,0.892031643127245,2004-07-06,Shipped,3,7,2004,Classic Cars,0.5794920251574232,S18_1589,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Desconocido,Reggio Emilia,Desconocido,42100,Italy,EMEA,Moroni,Maurizio,Medium
10278,-1.2415975539305957,0.8101579745265014,2,-0.5155302973078562,2004-08-06,Shipped,3,8,2004,Classic Cars,0.5794920251574232,S18_1589,Signal Gift Stores,7025551838,8489 Strong St.,Desconocido,Las Vegas,NV,83030,USA,Desconocido,King,Sue,Small
10288,-1.5496147103029148,0.8101579745265014,14,-0.33509424534658344,2004-09-01,Shipped,3,9,2004,Classic Cars,0.5794920251574232,S18_1589,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Desconocido,69045,Singapore,APAC,Victorino,Wendy,Small
10301,-0.31754608481363966,0.8101579745265014,4,-0.07018536251046004,2003-10-05,Shipped,4,10,2003,Classic Cars,0.5794920251574232,S18_1589,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Desconocido,Oslo,Desconocido,N 0106,Norway,EMEA,Klaeboe,Jan,Medium
10311,-0.6255632411859583,0.8101579745265014,9,-0.3424793732708443,2004-10-16,Shipped,4,10,2004,Classic Cars,0.5794920251574232,S18_1589,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10321,0.9145225406756355,0.8101579745265014,6,0.5082004797460425,2004-11-04,Shipped,4,11,2004,Classic Cars,0.5794920251574232,S18_1589,FunGiftIdeas.com,5085552555,1785 First Street,Desconocido,New Bedford,MA,50553,USA,Desconocido,Benitez,Violeta,Medium
10331,0.9145225406756355,0.8101579745265014,14,0.7034067875558362,2004-11-17,Shipped,4,11,2004,Classic Cars,0.5794920251574232,S18_1589,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Desconocido,Philadelphia,PA,71270,USA,Desconocido,Hernandez,Rosa,Medium
10343,0.09314345701611873,0.8101579745265014,4,1.2462571319179554,2004-11-24,Shipped,4,11,2004,Classic Cars,0.5794920251574232,S18_1589,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Desconocido,Reims,Desconocido,51100,France,EMEA,Henriot,Paul,Medium
10367,1.4278844679628335,-1.3563505488164256,1,-0.43180683970767264,2005-01-12,Resolved,1,1,2005,Classic Cars,0.5794920251574232,S18_1589,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,Desconocido,Pasadena,CA,90003,USA,Desconocido,Young,Julie,Small
10378,-0.11220131389876072,-2.033570375563894,5,-1.142592820971029,2005-02-10,Shipped,1,2,2005,Classic Cars,0.5794920251574232,S18_1589,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10407,2.454608322537229,0.8101579745265014,11,1.8974625076041156,2005-04-22,On Hold,2,4,2005,Classic Cars,0.5794920251574232,S18_1589,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Desconocido,San Jose,CA,94217,USA,Desconocido,Frick,Sue,Large
10419,0.19581584247355846,0.8101579745265014,1,0.8954744159978189,2005-05-17,Shipped,2,5,2005,Classic Cars,0.5794920251574232,S18_1589,Salzburg Collectables,6562-9555,Geislweg 14,Desconocido,Salzburg,Desconocido,5020,Austria,EMEA,Pipps,Georg,Medium
10106,0.09314345701611873,0.8101579745265014,12,0.9369940396073015,2003-02-17,Shipped,1,2,2003,Planes,1.4007799453734568,S18_1662,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Desconocido,Bergamo,Desconocido,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10119,0.8118501552181958,0.8101579745265014,3,1.8257724643275797,2003-04-28,Shipped,2,4,2003,Planes,1.4007799453734568,S18_1662,Salzburg Collectables,6562-9555,Geislweg 14,Desconocido,Salzburg,Desconocido,5020,Austria,EMEA,Pipps,Georg,Medium
10131,-1.4469423248454751,0.8101579745265014,4,-0.4193390060943622,2003-06-16,Shipped,2,6,2003,Planes,1.4007799453734568,S18_1662,Gift Ideas Corp.,2035554407,2440 Pompton St.,Desconocido,Glendale,CT,97561,USA,Desconocido,Lewis,Dan,Small
10143,-0.31754608481363966,0.8101579745265014,7,0.9199430824880531,2003-08-10,Shipped,3,8,2003,Planes,1.4007799453734568,S18_1662,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Desconocido,New Bedford,MA,50553,USA,Desconocido,Tam,Wing C,Medium
10155,0.29848822793099766,0.8101579745265014,5,1.6168819488934207,2003-10-06,Shipped,4,10,2003,Planes,1.4007799453734568,S18_1662,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Desconocido,Helsinki,Desconocido,21240,Finland,EMEA,Karttunen,Matti,Medium
10167,0.8118501552181958,0.8101579745265014,1,1.1999914775689113,2003-10-23,Cancelled,4,10,2003,Planes,1.4007799453734568,S18_1662,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,Desconocido,Boras,Desconocido,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10178,0.7091777697607561,0.8101579745265014,4,1.5947482860851223,2003-11-08,Shipped,4,11,2003,Planes,1.4007799453734568,S18_1662,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,Desconocido,Toulouse,Desconocido,31000,France,EMEA,Roulet,Annette,Medium
10186,-0.31754608481363966,0.8101579745265014,1,1.3309037305086713,2003-11-14,Shipped,4,11,2003,Planes,1.4007799453734568,S18_1662,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,Desconocido,London,Desconocido,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium
10198,0.7091777697607561,0.8101579745265014,4,2.1341341366121838,2003-11-27,Shipped,4,11,2003,Planes,1.4007799453734568,S18_1662,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Desconocido,Makati City,Desconocido,1227 MM,Philippines,Japan,Cruz,Arnold,Large
10210,-0.4202184702710794,0.8101579745265014,17,1.1759789513328225,2004-01-12,Shipped,1,1,2004,Planes,1.4007799453734568,S18_1662,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Desconocido,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium
10222,1.4278844679628335,0.8101579745265014,4,1.8463856596220607,2004-02-19,Shipped,1,2,2004,Planes,1.4007799453734568,S18_1662,Collectable Mini Designs Co.,7605558146,361 Furth Circle,Desconocido,San Diego,CA,91217,USA,Desconocido,Thompson,Valarie,Medium
10250,1.0171949261330746,0.8101579745265014,14,2.5013922040927667,2004-05-11,Shipped,2,5,2004,Planes,1.4007799453734568,S18_1662,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Desconocido,San Jose,CA,94217,USA,Desconocido,Frick,Sue,Large
10262,1.4278844679628335,0.8101579745265014,9,1.6367131894665088,2004-06-24,Cancelled,2,6,2004,Planes,1.4007799453734568,S18_1662,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Medium
10274,0.6065053843033164,0.8101579745265014,1,1.7214466719151578,2004-07-21,Shipped,3,7,2004,Planes,1.4007799453734568,S18_1662,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Desconocido,Brickhaven,MA,58339,USA,Desconocido,Nelson,Allen,Medium
10284,1.0171949261330746,0.8101579745265014,11,1.1913736849102337,2004-08-21,Shipped,3,8,2004,Planes,1.4007799453734568,S18_1662,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Desconocido,Oslo,Desconocido,N 0106,Norway,EMEA,Klaeboe,Jan,Medium
10296,0.09314345701611873,0.8101579745265014,7,1.152813542711576,2004-09-15,Shipped,3,9,2004,Planes,1.4007799453734568,S18_1662,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,Desconocido,Munich,Desconocido,80686,Germany,EMEA,Donnermeyer,Michael,Medium
10307,0.4011606133884374,0.8101579745265014,1,2.077654198714953,2004-10-14,Shipped,4,10,2004,Planes,1.4007799453734568,S18_1662,"Classic Gift Ideas, Inc",2155554695,782 First Street,Desconocido,Philadelphia,PA,71270,USA,Desconocido,Cervantes,Francisca,Large
10316,-0.8309080121008378,0.8101579745265014,9,0.08158444657421608,2004-11-01,Shipped,4,11,2004,Planes,1.4007799453734568,S18_1662,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,Desconocido,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium
10327,-1.0362527830157167,0.8101579745265014,6,-0.4068005793464815,2004-11-10,Resolved,4,11,2004,Planes,1.4007799453734568,S18_1662,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Desconocido,Kobenhavn,Desconocido,1734,Denmark,EMEA,Petersen,Jytte,Small
10338,0.6065053843033164,0.8101579745265014,1,1.1245491376779166,2004-11-22,Shipped,4,11,2004,Planes,1.4007799453734568,S18_1662,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",Desconocido,Charleroi,Desconocido,B-6000,Belgium,EMEA,Cartrain,Pascale,Medium
10351,0.4011606133884374,0.7863610845675856,1,0.17778116802883076,2004-12-03,Shipped,4,12,2004,Planes,1.4007799453734568,S18_1662,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,Desconocido,London,Desconocido,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10373,-0.728235626643398,-1.2943794812150833,4,-1.0548184034947437,2005-01-31,Shipped,1,1,2005,Planes,1.4007799453734568,S18_1662,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,Desconocido,Oulu,Desconocido,90110,Finland,EMEA,Koskitalo,Pirkko,Small
10386,-1.0362527830157167,-1.442118506376683,7,-1.1890268127948174,2005-03-01,Resolved,1,3,2005,Planes,1.4007799453734568,S18_1662,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Desconocido,Madrid,Desconocido,28034,Spain,EMEA,Freyre,Diego,Small
10398,-0.21487369935619993,0.8101579745265014,11,0.3590480468815827,2005-03-30,Shipped,1,3,2005,Planes,1.4007799453734568,S18_1662,Reims Collectables,26.47.1555,59 rue de l'Abbaye,Desconocido,Reims,Desconocido,51100,France,EMEA,Henriot,Paul,Medium
10400,-0.11220131389876072,0.8101579745265014,1,1.5638719350723682,2005-04-01,Shipped,2,4,2005,Planes,1.4007799453734568,S18_1662,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,Desconocido,San Jose,CA,94217,USA,Desconocido,Frick,Sue,Medium
10416,-1.1389251684731565,0.8101579745265014,14,0.43348036192411166,2005-05-10,Shipped,2,5,2005,Planes,1.4007799453734568,S18_1662,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Desconocido,Reggio Emilia,Desconocido,42100,Italy,EMEA,Moroni,Maurizio,Medium
10100,-0.5228908557285186,0.8101579745265014,3,0.8672697436164885,2003-01-06,Shipped,1,1,2003,Vintage Cars,1.7243176109131062,S18_1749,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Desconocido,Nashua,NH,62005,USA,Desconocido,Young,Valarie,Medium
10110,0.7091777697607561,0.8101579745265014,7,1.365765878504078,2003-03-18,Shipped,1,3,2003,Vintage Cars,1.7243176109131062,S18_1749,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Desconocido,Manchester,Desconocido,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10124,-1.4469423248454751,0.8101579745265014,6,-0.3789705936024847,2003-05-21,Shipped,2,5,2003,Vintage Cars,1.7243176109131062,S18_1749,Signal Gift Stores,7025551838,8489 Strong St.,Desconocido,Las Vegas,NV,83030,USA,Desconocido,King,Sue,Small
10149,-0.11220131389876072,0.8101579745265014,11,0.9891243543667882,2003-09-12,Shipped,3,9,2003,Vintage Cars,1.7243176109131062,S18_1749,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Desconocido,Brisbane,CA,94217,USA,Desconocido,Taylor,Sue,Medium
10162,-0.6255632411859583,0.8101579745265014,9,0.8811168584744771,2003-10-18,Shipped,4,10,2003,Vintage Cars,1.7243176109131062,S18_1749,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Desconocido,San Francisco,CA,Desconocido,USA,Desconocido,Brown,Julie,Medium
10173,-1.1389251684731565,0.8101579745265014,13,-0.024484453237976548,2003-11-05,Shipped,4,11,2003,Vintage Cars,1.7243176109131062,S18_1749,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Desconocido,Bergamo,Desconocido,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10182,0.9145225406756355,0.8101579745265014,10,2.1725911042295474,2003-11-12,Shipped,4,11,2003,Vintage Cars,1.7243176109131062,S18_1749,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Large
10193,-1.4469423248454751,0.8101579745265014,14,-0.22388290719301246,2003-11-21,Shipped,4,11,2003,Vintage Cars,1.7243176109131062,S18_1749,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Desconocido,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
10204,-0.21487369935619993,0.8101579745265014,4,1.2688360744981577,2003-12-02,Shipped,4,12,2003,Vintage Cars,1.7243176109131062,S18_1749,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,Desconocido,Young,Jeff,Medium
10214,-0.5228908557285186,0.8101579745265014,7,1.3103774190721236,2004-01-26,Shipped,1,1,2004,Vintage Cars,1.7243176109131062,S18_1749,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",Desconocido,Madrid,Desconocido,28023,Spain,EMEA,Sommer,Mart¡n,Medium
10227,-0.9335803975582769,0.8101579745265014,10,0.08629246562593203,2004-03-02,Shipped,1,3,2004,Vintage Cars,1.7243176109131062,S18_1749,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Desconocido,Lyon,Desconocido,69004,France,EMEA,Saveley,Mary,Medium
10241,0.6065053843033164,0.8101579745265014,2,2.1956696289928614,2004-04-13,Shipped,2,4,2004,Vintage Cars,1.7243176109131062,S18_1749,Mini Caravy,88.60.1555,"24, place Kluber",Desconocido,Strasbourg,Desconocido,67000,France,EMEA,Citeaux,Frederique,Large
10280,-0.9335803975582769,0.8101579745265014,16,0.06229079987208492,2004-08-17,Shipped,3,8,2004,Vintage Cars,1.7243176109131062,S18_1749,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Desconocido,Torino,Desconocido,10100,Italy,EMEA,Accorti,Paolo,Medium
10288,-0.31754608481363966,0.8101579745265014,5,1.2605278055833646,2004-09-01,Shipped,3,9,2004,Vintage Cars,1.7243176109131062,S18_1749,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Desconocido,69045,Singapore,APAC,Victorino,Wendy,Medium
10302,0.8118501552181958,0.8101579745265014,1,2.0396588015928567,2003-10-06,Shipped,4,10,2003,Vintage Cars,1.7243176109131062,S18_1749,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Desconocido,Liverpool,Desconocido,WX1 6LT,UK,EMEA,Devon,Elizabeth,Large
10312,1.3252120825053932,0.8101579745265014,17,2.456918529313579,2004-10-21,Shipped,4,10,2004,Vintage Cars,1.7243176109131062,S18_1749,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Desconocido,San Rafael,CA,97562,USA,Desconocido,Nelson,Valarie,Large
10331,0.9145225406756355,-0.4768571574181753,7,-0.16080522633403374,2004-11-17,Shipped,4,11,2004,Vintage Cars,1.7243176109131062,S18_1749,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Desconocido,Philadelphia,PA,71270,USA,Desconocido,Hernandez,Rosa,Medium
